Date,HML,SG,SV,BG,BV,MOM,SL,SH,BL,BH
197208,4.54,-0.7688,2.5455,1.4867,7.2568,-5.4,2.8,-0.15,8.59,0.73
197209,0.46,-3.3998,-3.1707,-0.4838,0.2109,1.82,-3.76,-2.69,-2.4,0.17
197210,1.34,-2.5724,-1.0162,0.5178,1.6455,0.71,-2.25,-0.96,0.53,0.66
197211,4.85,3.3834,6.3656,2.9687,9.6877,-5.09,6.86,4.67,9.89,1.9
197212,-2.19,-1.1684,-2.3004,2.6574,-0.5868,4.92,-3.72,0.72,-2.32,3.08
197301,2.68,-7.8787,-3.6856,-2.6064,-1.4416,3.73,-6.35,-5.7,-8.21,-1.4
197302,1.6,-10.9375,-5.8766,-3.0484,-4.9156,2.16,-8.38,-9.69,-9.21,-3.58
197303,2.62,-3.99,-1.2382,-1.2331,1.2628,3.59,-4.62,-0.38,-2.35,0.59
197304,5.41,-11.1364,-4.9955,-6.0701,-1.3817,6.36,-10.62,-4.91,-10.7,-3.69
197305,0.41,-10.6173,-7.3584,-0.8841,-3.3242,7.14,-11.02,-5.35,-9.23,-0.61
197306,1.2,-5.079,-2.6949,-0.8934,-0.8809,4.3,-5.3,-1.86,-4.86,0.28
197307,-5.31,18.2569,9.0944,6.4208,4.9684,-11.57,17.99,7.19,15.01,2.67
197308,1.24,-3.8969,-4.0378,-3.2396,-0.6193,3.46,-7.18,-2.45,-5.02,-2.83
197309,2.01,10.9147,8.5459,2.2473,8.6341,-7,11.67,9.24,14.28,2.72
197310,1.94,-2.3992,0.8485,-0.1351,0.4996,6.87,-3.91,3.16,-5.33,1.35
197311,3.87,-22.6489,-16.228,-12.4865,-11.1645,8.66,-22.34,-16.37,-20.8,-9.46
197312,3.85,-2.3418,-1.4183,-1.1773,5.5955,10.38,-7.46,4.92,-4.54,3.83
197401,6.02,7.5298,13.8461,-1.0406,4.6894,-8.85,16.08,6.97,5.97,-2.62
197402,2.81,0.0167,1.8631,-1.0556,2.7251,0.32,-0.39,0.06,0.59,0.77
197403,-0.32,-0.369,0.4842,-1.7118,-3.2064,-1.05,1,-0.97,-3.51,-3.65
197404,0.85,-6.2809,-3.6342,-3.4024,-4.3396,2.11,-7.47,-4.96,-5.93,-4.23
197405,-2.02,-7.0049,-6.8701,-1.8453,-6.0298,-0.39,-9.33,-7.55,-3.84,-6.41
197406,0.77,-3.2122,-1.1188,-2.0779,-2.6309,2.31,-4.95,-1.7,-3.12,-1.76
197407,5.16,-6.7549,-2.9998,-9.3475,-2.7774,3.11,-6.28,-4.22,-8.91,-4.76
197408,2.64,-9.6682,-7.3539,-10.0804,-7.1175,3,-9.74,-6.29,-10.5,-7.96
197409,5.58,-11.8584,-7.3086,-13.7822,-7.1654,4.24,-10.49,-7.71,-13.46,-7.76
197410,-9.87,14.4237,8.0211,21.2435,7.8997,-0.54,9.13,10.69,20.83,18.2
197411,-0.2,-5.1519,-5.5397,-3.9602,-3.9793,2.13,-6.03,-3.01,-4.14,-2.89
197412,0.11,-7.2362,-7.6673,-3.292,-2.6375,2.92,-7.57,-5.6,-4.7,-0.83
197501,8.28,24.8048,30.6945,10.6122,21.2771,-13.82,35.85,19.93,21.63,9.9
197502,-4.44,6.6106,3.782,8.1765,2.1213,-0.61,4.24,4.67,6.81,5.16
197503,2.38,7.8014,8.3282,2.9335,7.1633,-2.04,9.11,6.58,4.31,2.76
197504,-1.14,6.4775,3.1197,5.765,6.8476,1.38,2.11,6.72,6.12,4.27
197505,-4.1,10.3329,6.8819,5.6927,0.9427,-0.58,7.28,8.08,6.21,4.25
197506,1.38,7.0232,6.415,4.2499,7.6177,0.04,7.17,6.58,5.18,5.84
197507,1.69,-2.9921,-2.5589,-7.4851,-4.5331,0.42,-1.63,-3.21,-7.85,-5.42
197508,-0.95,-4.6391,-6.7043,-2.1928,-2.0229,-0.1,-5.24,-5.37,-2.28,-2.35
197509,0.39,-4.0116,-3.4014,-3.9917,-3.8172,0.41,-3.86,-3.84,-4.72,-3.92
197510,0.28,1.3529,1.943,6.5434,6.522,-0.16,0.93,2.83,7.8,5.58
197511,2.03,1.221,3.8098,2.9993,4.475,-0.45,1.29,2.53,4.36,2.22
197512,1.69,-1.4989,-0.8743,-1.7778,0.9831,-0.11,0.18,-1.43,-2.27,-0.87
197601,8.63,14.9242,24.7673,10.884,18.2942,4.45,16.03,20.8,9.99,14.12
197602,5.87,6.658,12.4205,-1.3254,4.6546,0.38,9.66,8.8,-0.65,0.97
197603,-0.12,1.333,1.8617,2.9741,2.2018,0.15,0.33,2.24,3.06,1.44
197604,-0.16,-1.0072,-1.3187,-1.621,-1.6344,0.59,-0.95,-1.74,-2.49,-0.51
197605,-1.36,-0.8109,-3.6025,-0.6358,-0.5715,-1.12,-0.77,-3.24,-1.52,-1.29
197606,0.71,3.9466,3.8136,4.3724,5.9218,-0.42,3.46,4.27,5.12,3.46
197607,1.73,-1.1302,0.7167,-1.2322,0.3881,-0.13,-0.22,0.16,-1.26,-1.9
197608,0.81,-3.4817,-1.3246,-0.3685,-0.9139,-0.85,-2.2,-2.33,0.52,-1.06
197609,-0.29,3.5291,2.2499,2.206,2.8993,0.22,2.61,2.63,1.85,2.27
197610,-0.18,-2.6845,-2.0667,-2.3694,-3.3552,-0.44,-2.04,-2.22,-2.48,-3.17
197611,1.51,3.6512,3.9432,-0.6832,2.0466,2.91,3,4.5,-1.71,2.62
197612,2.27,9.6061,10.1071,4.7254,8.7706,0.73,10.7,9.54,4.78,7.4
197701,4.27,0.721,3.0991,-6.3823,-0.2155,4,0.34,2.91,-7.36,-1.94
197702,0.47,-1.0278,0.0031,-1.8193,-1.918,0.36,-1.56,0.25,-1.62,-2.7
197703,1.09,0.2648,0.2314,-1.7071,0.4974,0.55,0.65,0.53,-1.88,-0.66
197704,3.38,1.144,2.4533,-1.1247,4.3186,4.21,-0.16,2.64,-2.14,3.49
197705,0.85,-0.7265,0.6382,-1.9168,-1.5795,2.03,-0.92,0.14,-3.02,-0.02
197706,-0.74,7.4918,6.8343,5.6656,4.8443,1.66,5.23,7.32,4.87,6.1
197707,-0.56,0.0847,0.5665,-1.5588,-3.155,0.32,-0.09,0.58,-1.41,-1.43
197708,-2.7,0.691,-1.5152,0.2495,-2.9398,-1.7,-0.5,-0.13,0.84,-2.92
197709,-0.52,1.6105,0.5531,-0.7059,-0.6902,2,-0.01,1.58,-1.31,1.1
197710,1.75,-3.8335,-1.5761,-4.4278,-3.1847,-0.08,-2.52,-3.01,-4.32,-3.99
197711,0.26,8.3539,8.115,4.0768,4.8404,2.01,7.31,8.67,3.64,6.3
197712,-0.29,3.1208,1.5802,0.1735,1.1438,1.58,0.47,2.39,0.04,1.29
197801,3.36,-4.6778,-1.1427,-6.4466,-3.2682,-0.66,-1.83,-3.23,-6.4,-6.33
197802,0.83,1.6302,2.4814,-2.6288,-1.8122,1.97,1.47,2.94,-2.64,-0.18
197803,1.18,6.4492,7.1277,2.2355,3.9137,1.37,5.97,7.05,3.66,5.31
197804,-3.54,9.9575,7.2061,11.0834,6.7563,0.86,7.17,8.83,9.79,9.86
197805,-0.52,7.0761,5.8959,1.9154,2.0615,2.83,5.57,7.4,1.45,5.28
197806,0.57,-0.9738,0.3601,-1.3715,-1.5694,2.74,-0.92,1.08,-2.58,0.9
197807,-1.15,7.0202,5.7853,6.9962,5.9214,4.17,3.84,7.1,4.9,9.97
197808,-0.51,8.2359,8.7076,3.5456,2.0514,2.83,6.53,9.53,3.76,6.41
197809,1.89,-1.8909,-0.6268,-2.5719,-0.0583,-3.14,0.14,-1.8,0.62,-3.72
197810,1.38,-23.1152,-18.6611,-9.8736,-11.5666,-8.46,-15.05,-23.26,-8.25,-16.96
197811,-2.15,8.8022,4.3691,2.8781,3.0173,5.45,3.02,8.59,2.26,7.59
197812,-2.13,3.0807,1.9966,2.7949,-0.3788,3.03,0.74,3.08,-0.85,2.87
197901,2.19,8.5569,9.6098,3.4154,6.7362,-1.36,9.69,9.04,6.2,4.13
197902,1.17,-3.4551,-1.9317,-3.6978,-2.8845,-1.06,-2.06,-2.69,-2.54,-4.03
197903,-0.71,11.709,8.5269,5.7619,7.5245,2.93,8.26,10.68,5.18,8.63
197904,1.12,1.6374,3.3396,0.1217,0.6573,0.81,2.12,2.98,0.31,1.06
197905,1.31,-2.6133,-0.4841,-1.814,-1.3239,-0.54,-1.53,-1.59,-0.87,-1.89
197906,1.44,5.7373,6.0916,3.1127,5.6467,0.84,5.27,6.07,3.98,4.86
197907,1.86,1.9209,3.238,0.5951,2.9998,-1.07,3.39,1.97,1.87,1.14
197908,-1.58,9.0414,7.3498,6.8305,5.3664,-0.2,8.83,8.27,7.11,7.27
197909,-0.9,0.8031,-1.0925,-0.8271,-0.7272,5.28,-2.28,1.61,-3.06,3.6
197910,-1.84,-9.2505,-11.4064,-6.7367,-8.2708,2.01,-11.73,-9.83,-7.36,-5.26
197911,-3.29,10.9906,6.8114,6.463,4.0643,8.14,3.54,12.37,3.49,10.93
197912,-2.1,8.2142,5.1402,3.0248,1.8921,4.78,4.54,9.23,0.03,4.89
198001,1.75,7.9452,8.5051,4.9399,7.8701,7.55,5.51,10.73,2.05,11.94
198002,0.61,-0.3848,-2.6726,-3.063,0.445,7.88,-4.54,0.75,-4.32,6.15
198003,-1.01,-19.3301,-17.3817,-9.0773,-13.036,-9.55,-13.72,-20.49,-4.78,-17.11
198004,1.06,6.233,5.9533,3.7499,6.1397,-0.43,6.63,7.14,6.51,5.14
198005,0.38,8.0731,8.0871,5.7433,6.4795,-1.12,9.31,7.56,5.53,5.03
198006,-0.76,5.2048,4.3282,3.0507,2.4152,1.62,4.01,5.67,3.35,4.93
198007,-6.41,13.2854,7.0754,9.3746,2.77,0.39,8.98,12.36,9.21,6.61
198008,-2.6,8.4868,3.6359,2.1162,1.7611,3.21,4.68,8.98,0.68,2.81
198009,-4.59,5.2475,1.0864,4.0427,-0.9699,5.39,1.84,5.56,-0.75,6.32
198010,-2.76,5.8507,3.0667,1.8142,-0.9246,7.3,0.22,7.1,-2.45,5.27
198011,-8.33,12.6739,2.6728,11.5462,4.8858,15.22,1.06,12.28,0.81,20.02
198012,2.79,-5.3599,-1.2148,-2.1695,-0.7354,-6.68,-1.73,-4.43,2.89,-7.77
198101,6.72,-3.769,2.114,-5.906,1.6425,-7.95,1.54,-3.39,1.76,-9.21
198102,1.02,-0.7145,2.7761,2.7916,1.3483,-1.35,1.49,0.39,2.46,0.85
198103,0.64,7.6888,7.6879,3.9242,5.2103,0.74,7.48,8.08,4.68,5.57
198104,2.28,2.5198,3.8073,-2.2007,1.0691,-0.91,2.26,3.15,-0.58,-3.29
198105,-0.42,4.9505,1.6988,0.8188,3.2259,3.7,0.56,5.26,0.37,3.07
198106,5.13,-5.7292,1.423,-3.164,-0.055,-5.81,0.23,-2.6,2.42,-6.38
198107,-0.5,-2.9082,-1.5787,1.2905,-1.037,-2.45,-1.65,-2.56,2.58,-1.42
198108,4.76,-9.8846,-4.7176,-6.8246,-2.4762,-1.15,-6.96,-7.83,-4.76,-6.2
198109,5.17,-10.2062,-4.9371,-6.43,-1.3539,1.95,-9.65,-6.56,-6.51,-5.7
198110,-4.21,10.6086,5.8372,8.0684,4.4261,4.01,6.16,9.66,3.31,7.83
198111,1.83,0.8531,4.563,4.2079,4.1649,-0.27,1.74,3.53,5.36,3.02
198112,0.81,-2.4036,-1.4615,-3.1337,-2.4558,1.3,-3.2,-1.28,-3.51,-2.83
198201,3.19,-4.8632,-0.8535,-1.9213,0.4466,1.72,-3.78,-3.24,-3.64,-0.75
198202,6.05,-7.4167,-0.7327,-7.3158,-1.896,4.88,-7.42,-2.45,-7.56,-2.78
198203,3.81,-2.2742,1.5073,-1.9474,1.8964,2.96,-2.5,-0.35,-2.4,1.38
198204,-2.7,6.3584,4.1462,5.7382,2.5601,-0.4,5.55,5.23,4.82,4.34
198205,1.75,-3.4446,-0.9464,-3.4853,-2.4807,2.5,-5.02,-1.65,-4.52,-2.88
198206,1.53,-3.5859,-1.3412,-2.5237,-1.7167,4.96,-6.19,-0.75,-4.5,-0.02
198207,0.09,-2.2867,-1.0541,-0.6341,-1.6917,4.45,-3.35,-0.16,-5.23,0.48
198208,0.95,8.186,8.0868,11.3557,13.3486,-3.52,10.01,7.61,15.64,11.01
198209,0.28,2.7648,5.2828,1.9731,0.0139,4.19,-0.02,6.12,0.16,2.4
198210,-3.66,15.8771,11.6901,12.8302,9.6909,0.18,13.58,16.01,12.64,10.59
198211,-1.87,9.8053,9.209,7.1064,3.9592,5.95,4.91,10.89,1.02,6.93
198212,-0.02,1.281,0.7614,1.1325,1.607,0.04,0.38,1.71,2.68,1.43
198301,-0.75,9.5976,4.9439,2.7343,5.8897,-1.73,9.12,7.59,4.48,2.55
198302,0.7,4.3293,7.1598,3.6533,2.2234,3.77,2.64,6.53,1.27,4.93
198303,2.02,2.5762,6.1273,2.5155,3.0031,0.92,3.52,5.57,3.69,3.49
198304,0.49,7.9818,7.5278,5.697,7.1267,1.72,6.05,8.56,8.17,9.11
198305,-1.4,7.9931,5.1013,-0.16,-0.0677,-1.56,9.58,7.29,1.05,0.22
198306,-3.9,5.7463,2.4488,5.2835,0.7795,1.8,3.52,5.16,3.96,5.91
198307,5.62,-5.8404,1.3222,-5.2005,-1.1218,-3.13,-0.12,-3.81,-2.82,-5.39
198308,5.54,-4.7929,-0.3019,-1.314,5.2747,-5.65,-0.74,-5.42,3.25,-3.36
198309,1.01,0.2023,3.9526,2.523,0.7975,-0.03,0.56,1.86,1.95,0.6
198310,4.97,-8.9359,-2.2239,-3.5906,-0.3673,-4.52,-4.15,-7.96,-0.52,-5.75
198311,-0.72,4.7353,4.3171,2.9241,1.9075,-0.13,3.41,4.63,2.71,1.23
198312,1.73,-3.1882,0.2055,-0.7589,-0.6913,0.84,-2.55,-1.35,-0.64,-0.17
198401,7.58,-4.1567,2.0888,-5.3302,3.5896,-2.56,-0.47,-2.4,-0.19,-3.38
198402,3.33,-6.965,-3.5449,-4.777,-1.5333,0.22,-5.8,-5.51,-4.41,-4.27
198403,0.46,0.1461,2.2646,1.6286,0.4238,1.07,-0.53,1.23,1.32,1.7
198404,1.2,-1.1081,-0.0244,0.3973,1.7183,2.07,-2.2,0.43,-0.29,1.21
198405,0.31,-5.9648,-4.285,-4.8224,-5.8762,1.51,-6.17,-4.18,-5.99,-4.96
198406,-2.66,4.5857,1.0123,4.4134,2.6706,-0.7,2.19,2.76,3.27,1.31
198407,0.36,-5.4642,-3.3285,-0.9786,-2.3933,2.85,-7.02,-1.38,-2.46,-2.39
198408,-1.82,13.4864,9.4739,11.1317,11.5043,-5.59,13.78,8.38,14.77,8.99
198409,5.28,-2.7498,2.2213,-2.3711,3.2127,3.62,-1.96,2.27,-1.54,1.48
198410,0.45,-2.2199,-0.0773,0.7342,-0.5118,3.16,-3.63,0.76,-1.01,0.92
198411,4.06,-4.4941,0.3942,-2.238,1.0015,1.64,-4.47,-0.99,-0.77,-0.98
198412,-0.26,2.1513,2.095,2.683,2.2125,1.49,0.56,2.28,1.51,2.78
198501,-5.35,15.0004,8.8293,10.143,5.6178,-6.82,16.12,8.9,11.87,5.45
198502,-0.1,2.9567,1.7902,1.2977,2.2635,1.88,1.71,3.28,0.01,2.19
198503,4.07,-3.2404,1.3822,-1.3177,2.2078,1.58,-3.4,-0.17,0.44,0.37
198504,3.72,-2.0441,1.6812,-1.7834,1.936,3.04,-2.84,0.95,-1.89,0.39
198505,-0.96,4.2871,3.3406,6.1397,5.1677,3.99,1.52,4.85,2.36,7.01
198506,0.38,1.5306,2.2948,1.4638,1.4631,3.57,-1.46,3.85,1.39,3.21
198507,-1.62,2.713,1.1537,0.2217,-1.462,-3.91,3.3,1.58,3.39,-2.71
198508,2.32,-2.0215,0.2922,-1.4907,0.8297,1.85,-1.33,0.2,-1.87,0.3
198509,1.29,-7.2192,-4.142,-3.8632,-4.3669,1.51,-7.17,-4.69,-4.35,-3.82
198510,0.75,3.2872,3.3782,4.0949,5.5001,4.88,0.76,5.97,1.6,6.16
198511,-2.85,7.7856,6.3634,9.0429,4.7599,-0.47,6.63,7.62,8.48,6.54
198512,-1.54,4.8833,3.1658,5.7737,4.4138,-0.23,3.91,4.18,4.79,4.07
198601,0.44,2.3768,2.5401,0.8049,1.5308,3,-0.22,4.1,1.16,2.84
198602,-0.72,7.2854,6.9587,8.0072,6.8955,2.76,5.17,9.11,6.74,8.32
198603,-0.39,4.1459,5.2443,6.255,4.3668,2.41,4.31,4.86,3.02,7.29
198604,-2.87,2.2826,0.4498,0.5808,-3.3166,-0.37,1.06,2.18,0.08,-1.76
198605,-0.21,3.3482,3.2911,5.4491,5.0823,2.05,2.94,5.34,5.19,6.9
198606,1.28,-0.0369,1.8141,1.8578,2.5744,5.07,-2.35,2.61,-1.19,3.99
198607,4.7,-10.5776,-5.7929,-7.2455,-2.632,1.83,-10.46,-8.17,-6.97,-5.61
198608,3.51,2.243,4.4262,4.6183,9.4572,-5.28,4.38,2.36,13.33,4.78
198609,3.22,-8.1714,-4.6913,-10.181,-7.2174,-5.79,-5.01,-7.69,-2.46,-11.35
198610,-1.42,4.3978,1.7426,5.686,5.5064,4.46,1.9,4.39,0.34,6.77
198611,-0.07,0.0342,0.5165,2.1265,1.501,-0.26,-0.83,-1.15,1.79,1.6
198612,0.36,-3.0719,-1.8485,-2.381,-2.8754,0.35,-3.2,-3.24,-3.57,-2.83
198701,-3.16,12.6452,9.2413,13.9515,11.0334,2.2,11.76,12.38,10.69,14.47
198702,-5.91,9.5106,5.094,7.4353,0.0263,-2.07,7.96,7.75,7.16,3.23
198703,1.61,1.3769,3.663,1.6836,2.6132,1.68,1.39,3.44,1.48,2.78
198704,-0.39,-2.6291,-3.6852,-1.7917,-1.5187,0.22,-3.86,-2.13,0.72,-0.57
198705,0.23,-0.3112,0.8036,1.3297,0.6845,-0.74,-0.38,-0.83,1.71,0.68
198706,1.04,1.5427,3.608,4.6957,4.7076,-0.25,2.35,2.5,5.12,4.47
198707,0.68,2.1631,5.2885,5.5219,3.7601,2.72,2.13,4.82,2.76,5.51
198708,-0.93,2.8527,3.0306,4.7692,2.7356,-0.86,3.04,3.16,5.72,3.88
198709,0.27,-2.5508,-1.3923,-1.9644,-2.5734,0.77,-2.73,-1.41,-1.57,-1.37
198710,4.24,-32.4829,-27.8467,-23.2158,-19.38,-7.86,-26.31,-32.5,-13.8,-23.33
198711,2.95,-6.6107,-3.6438,-8.7104,-5.7749,-1.17,-5.93,-5.27,-4.98,-7.97
198712,-4.43,9.2665,4.6334,9.1347,4.915,5.87,3.96,11.5,3.75,7.95
198801,5.01,2.2141,6.3098,2.0283,7.9624,-7.24,7.87,2.05,10.35,1.68
198802,-1.71,8.5114,7.0921,5.4343,3.4372,-1.47,8.56,7.69,7.28,5.22
198803,0.73,3.6385,3.2186,-3.128,-1.2442,0.58,2.99,4.51,-1.86,-2.21
198804,1.67,1.4367,2.5857,-0.6415,1.5495,2.24,0.63,2.93,-0.56,1.62
198805,2.42,-3.0097,-0.2763,0.0176,2.1245,0.63,-2.93,-1.46,0.8,0.58
198806,-1.24,7.8072,6.2787,4.9039,3.9622,-2.93,7.13,6.79,8.96,3.44
198807,2.22,-2.3125,0.2536,-1.6413,0.2409,0.66,-0.49,-0.51,-1.86,-0.53
198808,2.15,-4.1306,-1.4085,-2.9658,-1.3904,0.35,-3.07,-2.54,-2.77,-2.6
198809,-0.75,2.6306,2.5837,5.103,3.6418,0.27,1.25,3.06,4.76,3.49
198810,2.05,-2.0141,0.6314,1.5735,3.0263,1.33,-2.07,-0.2,1.53,2.33
198811,1.41,-3.8315,-2.5909,-1.952,-0.37,0.33,-3.91,-3.2,-1.52,-1.56
198812,-1.69,4.1019,2.8736,2.9015,0.7467,0.49,2.62,4.32,2.34,1.62
198901,0.6,4.2075,5.371,7.0241,7.0682,-0.16,4.62,5.18,7.95,7.06
198902,1.01,0.4871,1.3553,-2.4817,-1.3377,0.99,0.71,1.22,-2.07,-0.6
198903,0.58,2.4678,3.4757,2.4731,2.621,3.51,1.12,3.42,-0.41,4.31
198904,-1.42,4.6182,3.8119,6.1177,4.084,1.77,3.07,5.26,4.44,5.8
198905,-0.88,4.7052,3.7753,4.8216,3.9835,1.52,3.17,4.31,2.94,4.83
198906,2.25,-3.1788,-0.068,-0.9504,0.4305,0.43,-2.41,-2.05,-0.57,-0.07
198907,-2.79,4.2672,3.3676,10.8754,6.2049,5.41,1.55,5.99,4.48,10.86
198908,0.6,2.7883,2.6094,1.0698,2.4445,-0.12,1.66,3.45,3.45,1.43
198909,-1.27,1.431,-0.7574,0.4919,0.1494,3.4,-1.24,1.82,-2.46,1.29
198910,-1.11,-5.0461,-6.3635,-1.3426,-2.2476,1.32,-7.23,-5.55,-3.56,-2.61
198911,-1.09,0.7437,-0.1227,2.3285,1.0186,2.6,-1.38,1.22,-0.67,1.93
198912,0.16,0.215,-0.2315,1.6916,2.4613,2.8,-1.52,0.87,-1.22,1.99
199001,0.85,-9.2469,-7.8832,-7.6131,-7.2709,-3.27,-8.37,-10.22,-3.61,-8.31
199002,0.64,3.1973,2.2005,0.3535,2.6296,-0.55,2.92,3.8,3.27,1.3
199003,-2.92,4.297,2.2333,4.1381,0.3616,1.8,1.94,4.77,2.26,3.02
199004,-2.59,-2.7212,-4.3624,-0.9445,-4.4877,2.39,-5.06,-2.63,-4.46,-2.12
199005,-3.83,8.4807,4.2531,10.835,7.3981,3.03,5.01,10.02,8.77,9.83
199006,-1.93,1.0426,0,1.2711,-1.5455,2.4,-0.39,0.16,-3.88,0.37
199007,-0.03,-4.5341,-4.3317,-1.3989,-1.6679,6.1,-6.55,-2.73,-8.01,0.37
199008,1.64,-14.7389,-11.2747,-9.7878,-9.9623,1.88,-14.67,-13.18,-10.59,-8.32
199009,0.64,-10.1778,-8.3197,-5.7974,-6.367,5.78,-12.91,-8.48,-11.83,-4.71
199010,0.1,-5.963,-6.0758,0.4607,0.7665,6.71,-10.33,-3.92,-6.78,0.24
199011,-3.1,8.9656,5.0044,7.386,5.1477,-5.48,8.6,7.12,14.89,5.41
199012,-1.7,4.2266,2.6959,3.7847,1.9115,0.29,1.07,4.98,5.28,1.94
199101,-1.6,9.3095,7.9073,6.3134,4.5144,-6.45,10.45,8.09,13.86,3.31
199102,-0.58,11.6821,11.3068,7.8957,7.1044,-4.61,15.47,10.9,11.69,7.04
199103,-1.39,7.8039,6.535,4.1447,2.6313,2.87,5.93,8.98,0.93,3.62
199104,1.5,-0.7145,1.6752,-0.2734,0.3398,-2.36,0.51,0.58,4.09,-0.7
199105,-0.52,4.3206,2.6841,4.7155,5.3121,-0.11,2.08,5.45,7.54,3.95
199106,1.15,-5.2543,-4.1184,-4.8868,-3.7232,0.47,-4.23,-5.42,-5.89,-3.76
199107,-1.32,4.3325,3.0346,5.411,4.0615,4.32,1.76,6.49,3.21,7.11
199108,-0.78,4.4509,4.347,3.3482,1.901,1.57,1.74,5.38,4.37,3.88
199109,-1.08,1.3208,-1.0642,-2.2033,-1.9731,1.79,-1.57,1.96,-1.5,-1.44
199110,-0.47,3.0458,1.7781,1.5117,1.8307,3.06,0.76,4.13,-0.19,2.55
199111,-1.89,-4.8677,-5.5897,-2.4929,-5.5511,1.14,-5.05,-4.75,-5.35,-3.37
199112,-4.17,10.3864,7.4219,14.4732,9.0896,8.19,3.49,10.72,6.9,16.04
199201,4.71,7.4406,10.6783,-2.2734,3.9161,-2.49,11.01,9.48,1.41,-2.04
199202,6.47,0.7335,7.1315,0.3247,6.8765,-0.53,3.18,3.01,2.23,1.34
199203,3.56,-6.228,-0.7799,-2.7662,-1.1011,-0.29,-3.53,-3.89,-2.71,-2.93
199204,4.34,-5.4951,-0.9198,0.1232,4.2205,-2.58,-3.63,-4.31,4.3,-0.19
199205,1.19,-0.7331,2.3897,0.8799,0.1317,0.21,1.63,0.64,0.47,1.88
199206,3.24,-6.1368,-2.781,-2.4792,0.6397,-0.58,-5.1,-4.23,-1.62,-3.64
199207,-0.56,2.7042,3.7109,4.3501,2.2174,1.56,1.81,4.29,3.45,4.07
199208,-1.1,-4.2863,-2.7548,-1.1177,-4.858,-0.51,-3.04,-3.13,-2.07,-3.01
199209,-0.26,1.426,1.3745,1.617,1.1576,1.49,-0.18,2.62,1.36,1.54
199210,-1.98,4.4956,1.9164,2.3858,1.0083,2.48,2.2,3.71,-0.46,2.98
199211,-1.35,9.573,6.8812,4.5935,4.5942,-0.15,9.35,7.77,3.54,4.81
199212,2.62,2.606,5.0863,0.7039,3.4616,4.31,0.96,5.55,-1.82,2.22
199301,5.94,1.1246,6.3608,-1.1051,5.531,4.83,2.26,5.11,-2.96,3.86
199302,6.42,-6.4782,0.9461,-2.3187,3.0909,3.14,-4.67,-1.39,-1.54,1.48
199303,1.18,2.0745,3.4111,1.754,2.7855,3.73,1.05,4.75,0.64,4.39
199304,2.49,-3.7479,-2.7049,-5.0586,-1.1277,0.38,-4.14,-2.92,-2.83,-3.3
199305,-3.42,6.6181,3.1393,4.0372,0.6694,0.22,5.99,4.44,3.31,5.3
199306,2.75,0.5431,1.4876,-1.0757,3.4698,4.55,-1.54,2.04,-2.39,3.13
199307,2.85,-0.4052,2.1185,-1.9939,1.174,3.16,0,1.91,-2.75,1.65
199308,0.13,3.7756,3.4149,3.4854,4.1084,2.65,2.58,5.76,3.8,5.91
199309,-0.31,3.315,2.4602,-0.9259,-0.688,3.37,0.96,4.44,-2.02,1.24
199310,-2.76,3.9698,2.7022,3.2825,-0.9683,-2.72,4.23,2.82,4.64,0.59
199311,-0.74,-3.1616,-2.4434,0.062,-2.1447,-4.74,-0.95,-4.22,2.61,-3.6
199312,0.32,2.7277,2.5671,1.4219,2.2282,2.36,1.41,3.8,0.05,2.39
199401,1.15,1.8803,4.8889,2.4154,1.6973,0,3.26,3.07,3.79,3.99
199402,-1.54,-0.9196,-1.0985,-1.7641,-4.672,-0.3,-0.41,-0.97,-2.41,-2.45
199403,1.6,-6.2311,-4.3361,-4.6933,-3.3803,-1.27,-4.39,-6.33,-4.29,-4.9
199404,1.66,-0.8882,1.4197,0.6158,1.6366,0.39,-1.71,0.24,1.27,0.1
199405,0.67,-2.7048,0.1619,1.4041,-0.1128,-2.19,0.29,-2.49,1.73,0.12
199406,1.67,-4.7152,-1.8241,-3.1128,-2.6651,-0.87,-3.25,-3.22,-1.99,-3.77
199407,0.58,1.6163,2.1612,2.8841,3.5012,0.18,0.84,2.54,3.31,1.98
199408,-2.51,7.3985,3.9547,5.2259,3.6475,1.55,5.6,6.15,3.8,6.36
199409,-1.89,0.6014,-0.0209,-1.4291,-4.5775,1.31,-0.62,1.29,-2.57,-1.86
199410,-1.62,0.4398,-1.5464,2.0112,0.7504,1.49,-1.32,1.17,1.6,2.09
199411,-0.7,-3.9575,-3.6845,-3.2106,-4.8823,-0.18,-4.62,-3.26,-2.14,-3.86
199412,-0.13,0.8135,1.5471,1.5264,0.5245,3.48,-2.29,3.41,0.04,1.29
199501,2.57,-1.0872,0.8998,2.194,5.3437,-1.81,0.9,-0.6,3.46,1.32
199502,1.08,3.5045,4.2537,3.8868,5.2961,-0.39,3.23,4,5.02,3.48
199503,-2.15,2.9035,1.2955,2.9623,0.2608,0.43,1.44,2.64,3.25,2.91
199504,1.71,1.0824,3.3218,2.3436,3.5196,1.79,2.14,2.43,0.23,3.52
199505,2.29,0.8409,2.955,3.2689,5.7376,-0.42,1.6,1.97,4.6,3.38
199506,-2.54,7.7813,4.3521,3.4656,1.8233,2.93,4.36,8.69,2.85,4.37
199507,-1.62,8.0404,4.8239,3.7632,3.7455,2.56,4.35,8.83,3.5,4.14
